Shipping_Mode,Delivery_Status,Late_delivery_risk,Days_for_shipping_(real),Days_for_shipment_(scheduled),shipping_date_(DateOrders),Shipping_Date_Key,Shipping_Id
Second Class,Late delivery,1,5,2,2016-04-21 14:55:00,20160421,39530
Standard Class,Late delivery,1,6,4,2016-04-22 13:31:00,20160422,39531
Second Class,Shipping canceled,0,3,2,2016-04-19 12:28:00,20160419,39532
Standard Class,Late delivery,1,5,4,2016-04-21 09:40:00,20160421,39533
Second Class,Late delivery,1,5,2,2016-04-21 07:55:00,20160421,39534
First Class,Late delivery,1,2,1,2016-04-18 06:52:00,20160418,39535
Standard Class,Late delivery,1,5,4,2016-04-21 04:25:00,20160421,39536
Second Class,Late delivery,1,4,2,2016-04-19 17:33:00,20160419,39537
Standard Class,Advance shipping,0,3,4,2016-04-18 11:57:00,20160418,39538
First Class,Late delivery,1,2,1,2016-04-17 10:54:00,20160417,39539
Same Day,Shipping on time,0,0,0,2016-04-15 21:30:00,20160415,39540
Second Class,Late delivery,1,3,2,2016-04-18 04:56:00,20160418,39541
Standard Class,Shipping on time,0,4,4,2016-04-19 01:47:00,20160419,39542
Standard Class,Late delivery,1,6,4,2016-04-20 21:14:00,20160420,39543
Standard Class,Late delivery,1,5,4,2016-04-19 20:53:00,20160419,39544
Second Class,Late delivery,1,6,2,2016-04-20 14:14:00,20160420,39545
Standard Class,Shipping canceled,0,4,4,2016-04-18 08:16:00,20160418,39546
Standard Class,Advance shipping,0,3,4,2016-04-17 06:10:00,20160417,39547
Second Class,Late delivery,1,3,2,2016-04-17 04:25:00,20160417,39548
Standard Class,Late delivery,1,6,4,2016-04-19 17:12:00,20160419,39549
Standard Class,Late delivery,1,5,4,2016-04-18 11:36:00,20160418,39550
Standard Class,Advance shipping,0,2,4,2016-04-15 08:48:00,20160415,39551
Standard Class,Advance shipping,0,2,4,2016-04-15 05:18:00,20160415,39552
Standard Class,Late delivery,1,6,4,2016-04-19 04:57:00,20160419,39553
Same Day,Shipping on time,0,0,0,2016-04-13 14:08:00,20160413,39554
Standard Class,Shipping canceled,0,6,4,2016-04-19 01:26:00,20160419,39555
Standard Class,Advance shipping,0,3,4,2016-04-15 22:38:00,20160415,39556
First Class,Late delivery,1,2,1,2016-04-14 21:56:00,20160414,39557
Standard Class,Shipping canceled,0,3,4,2016-04-15 19:08:00,20160415,39558
Standard Class,Late delivery,1,5,4,2016-04-17 18:05:00,20160417,39559
Same Day,Shipping on time,0,0,0,2016-04-12 20:58:00,20160412,39560
Standard Class,Advance shipping,0,2,4,2016-04-14 08:16:00,20160414,39561
Standard Class,Shipping on time,0,4,4,2016-04-16 07:13:00,20160416,39562
Standard Class,Late delivery,1,6,4,2016-04-18 06:10:00,20160418,39563
Second Class,Late delivery,1,5,2,2016-04-17 05:49:00,20160417,39564
Second Class,Late delivery,1,3,2,2016-04-15 05:07:00,20160415,39565
Second Class,Late delivery,1,6,2,2016-04-18 04:25:00,20160418,39566
Standard Class,Late delivery,1,5,4,2016-04-17 00:34:00,20160417,39567
Standard Class,Late delivery,1,5,4,2016-04-16 22:49:00,20160416,39568
Standard Class,Shipping on time,0,4,4,2016-04-15 22:28:00,20160415,39569
First Class,Late delivery,1,2,1,2016-04-13 16:09:00,20160413,39570
Standard Class,Advance shipping,0,2,4,2016-04-13 09:30:00,20160413,39571
Standard Class,Late delivery,1,6,4,2016-04-17 02:09:00,20160417,39572
Same Day,Late delivery,1,1,0,2016-04-11 08:32:00,20160411,39573
Same Day,Late delivery,1,1,0,2016-04-11 07:50:00,20160411,39574
Standard Class,Late delivery,1,5,4,2016-04-15 18:47:00,20160415,39575
Second Class,Late delivery,1,4,2,2016-04-14 16:41:00,20160414,39576
Standard Class,Late delivery,1,5,4,2016-04-15 15:17:00,20160415,39577
Standard Class,Late delivery,1,6,4,2016-04-16 08:38:00,20160416,39578
First Class,Late delivery,1,2,1,2016-04-12 07:13:00,20160412,39579
Standard Class,Shipping on time,0,4,4,2016-04-14 06:10:00,20160414,39580
Standard Class,Late delivery,1,6,4,2016-04-16 03:22:00,20160416,39581
Standard Class,Shipping on time,0,4,4,2016-04-14 02:40:00,20160414,39582
Standard Class,Shipping on time,0,4,4,2016-04-13 23:10:00,20160413,39583
Standard Class,Late delivery,1,5,4,2016-04-14 18:16:00,20160414,39584
Standard Class,Advance shipping,0,2,4,2016-04-11 17:13:00,20160411,39585
Standard Class,Shipping on time,0,4,4,2016-04-13 14:24:00,20160413,39586
Standard Class,Advance shipping,0,3,4,2016-04-12 14:03:00,20160412,39587
Same Day,Shipping on time,0,0,0,2016-04-09 17:39:00,20160409,39588
Same Day,Shipping on time,0,0,0,2016-04-09 15:12:00,20160409,39589
Standard Class,Late delivery,1,6,4,2016-04-15 02:51:00,20160415,39590
First Class,Late delivery,1,2,1,2016-04-10 20:11:00,20160410,39591
Standard Class,Late delivery,1,6,4,2016-04-14 05:50:00,20160414,39592
Standard Class,Advance shipping,0,2,4,2016-04-10 02:40:00,20160410,39593
Standard Class,Shipping on time,0,4,4,2016-04-11 23:52:00,20160411,39594
Second Class,Late delivery,1,5,2,2016-04-12 20:43:00,20160412,39595
First Class,Late delivery,1,2,1,2016-04-09 20:22:00,20160409,39596
Second Class,Shipping on time,0,2,2,2016-04-09 19:40:00,20160409,39597
Second Class,Late delivery,1,4,2,2016-04-11 16:52:00,20160411,39598
Standard Class,Late delivery,1,5,4,2016-04-12 13:43:00,20160412,39599
Standard Class,Late delivery,1,6,4,2016-04-13 12:18:00,20160413,39600
Standard Class,Shipping on time,0,4,4,2016-04-11 11:36:00,20160411,39601
Second Class,Late delivery,1,6,2,2016-04-13 10:33:00,20160413,39602
Standard Class,Advance shipping,0,3,4,2016-04-10 07:45:00,20160410,39603
Standard Class,Shipping on time,0,4,4,2016-04-11 04:36:00,20160411,39604
Standard Class,Advance shipping,0,3,4,2016-04-10 00:45:00,20160410,39605
Standard Class,Shipping on time,0,4,4,2016-04-10 19:51:00,20160410,39606
Standard Class,Advance shipping,0,3,4,2016-04-09 19:30:00,20160409,39607
Standard Class,Late delivery,1,6,4,2016-04-12 17:02:00,20160412,39608
Standard Class,Late delivery,1,5,4,2016-04-11 11:26:00,20160411,39609
Standard Class,Late delivery,1,6,4,2016-04-12 08:17:00,20160412,39610
Standard Class,Advance shipping,0,3,4,2016-04-09 07:14:00,20160409,39611
Standard Class,Advance shipping,0,2,4,2016-04-08 06:53:00,20160408,39612
Standard Class,Advance shipping,0,3,4,2016-04-09 05:29:00,20160409,39613
Standard Class,Late delivery,1,5,4,2016-04-10 23:10:00,20160410,39614
Second Class,Late delivery,1,6,2,2016-04-11 18:16:00,20160411,39615
Standard Class,Shipping canceled,0,3,4,2016-04-08 13:43:00,20160408,39616
Standard Class,Late delivery,1,6,4,2016-04-11 13:01:00,20160411,39617
Standard Class,Advance shipping,0,3,4,2016-04-08 11:58:00,20160408,39618
Second Class,Late delivery,1,3,2,2016-04-08 04:57:00,20160408,39619
First Class,Shipping canceled,0,2,1,2016-04-07 04:36:00,20160407,39620
Standard Class,Advance shipping,0,2,4,2016-04-07 02:51:00,20160407,39621
First Class,Late delivery,1,2,1,2016-04-06 21:57:00,20160406,39622
Second Class,Shipping on time,0,2,2,2016-04-06 21:36:00,20160406,39623
Second Class,Late delivery,1,6,2,2016-04-10 21:15:00,20160410,39624
Second Class,Late delivery,1,3,2,2016-04-07 16:42:00,20160407,39625
First Class,Late delivery,1,2,1,2016-04-06 15:38:00,20160406,39626
Standard Class,Late delivery,1,5,4,2016-04-09 12:08:00,20160409,39627
Second Class,Late delivery,1,6,2,2016-04-10 07:14:00,20160410,39628
Standard Class,Advance shipping,0,2,4,2016-04-06 05:50:00,20160406,39629
First Class,Late delivery,1,2,1,2016-04-06 05:08:00,20160406,39630
Standard Class,Late delivery,1,5,4,2016-04-09 03:23:00,20160409,39631
Second Class,Late delivery,1,3,2,2016-04-07 02:41:00,20160407,39632
First Class,Shipping canceled,0,2,1,2016-04-05 20:01:00,20160405,39633
Standard Class,Late delivery,1,6,4,2016-04-09 15:28:00,20160409,39634
First Class,Late delivery,1,2,1,2016-04-05 09:52:00,20160405,39635
First Class,Late delivery,1,2,1,2016-04-05 09:31:00,20160405,39636
Standard Class,Advance shipping,0,3,4,2016-04-06 09:10:00,20160406,39637
Standard Class,Advance shipping,0,3,4,2016-04-06 05:39:00,20160406,39638
Standard Class,Shipping on time,0,4,4,2016-04-06 23:00:00,20160406,39639
First Class,Late delivery,1,2,1,2016-04-04 17:24:00,20160404,39640
Standard Class,Advance shipping,0,2,4,2016-04-04 15:18:00,20160404,39641
Standard Class,Late delivery,1,5,4,2016-04-07 14:36:00,20160407,39642
Standard Class,Late delivery,1,6,4,2016-04-08 13:11:00,20160408,39643
Standard Class,Shipping on time,0,4,4,2016-04-06 12:29:00,20160406,39644
Standard Class,Late delivery,1,5,4,2016-04-07 07:35:00,20160407,39645
First Class,Late delivery,1,2,1,2016-04-04 01:17:00,20160404,39646
Standard Class,Late delivery,1,5,4,2016-04-06 21:05:00,20160406,39647
Second Class,Late delivery,1,4,2,2016-04-05 20:43:00,20160405,39648
Standard Class,Shipping on time,0,4,4,2016-04-05 08:28:00,20160405,39649
First Class,Late delivery,1,2,1,2016-04-02 19:30:00,20160402,39650
Standard Class,Advance shipping,0,2,4,2016-04-02 17:45:00,20160402,39651
Standard Class,Late delivery,1,5,4,2016-04-05 17:03:00,20160405,39652
Standard Class,Shipping on time,0,4,4,2016-04-04 14:57:00,20160404,39653
Standard Class,Shipping canceled,0,3,4,2016-04-03 12:51:00,20160403,39654
Standard Class,Late delivery,1,6,4,2016-04-06 12:09:00,20160406,39655
Standard Class,Late delivery,1,6,4,2016-04-06 06:53:00,20160406,39656
Standard Class,Shipping on time,0,4,4,2016-04-03 23:11:00,20160403,39657
Standard Class,Shipping on time,0,4,4,2016-04-03 12:40:00,20160403,39658
Standard Class,Advance shipping,0,3,4,2016-04-02 10:34:00,20160402,39659
Standard Class,Late delivery,1,6,4,2016-04-05 02:52:00,20160405,39660
Standard Class,Late delivery,1,5,4,2016-04-03 23:00:00,20160403,39661
Second Class,Late delivery,1,6,2,2016-04-04 14:36:00,20160404,39662
Second Class,Late delivery,1,5,2,2016-04-03 14:15:00,20160403,39663
Second Class,Late delivery,1,5,2,2016-04-03 10:45:00,20160403,39664
Second Class,Late delivery,1,5,2,2016-04-03 09:00:00,20160403,39665
Second Class,Late delivery,1,3,2,2016-04-01 08:18:00,20160401,39666
Same Day,Shipping on time,0,0,0,2016-03-29 17:50:00,20160329,39667
Same Day,Shipping on time,0,0,0,2016-03-29 13:59:00,20160329,39668
Second Class,Late delivery,1,4,2,2016-04-01 23:53:00,20160401,39669
Same Day,Late delivery,1,1,0,2016-03-29 03:08:00,20160329,39670
First Class,Late delivery,1,2,1,2016-03-30 11:58:00,20160330,39671
First Class,Late delivery,1,2,1,2016-03-30 11:37:00,20160330,39672
Standard Class,Advance shipping,0,2,4,2016-03-30 09:10:00,20160330,39673
Second Class,Late delivery,1,4,2,2016-04-01 04:37:00,20160401,39674
First Class,Shipping canceled,0,2,1,2016-03-30 02:10:00,20160330,39675
Standard Class,Advance shipping,0,3,4,2016-03-30 21:15:00,20160330,39676
Second Class,Late delivery,1,3,2,2016-03-30 17:45:00,20160330,39677
Standard Class,Shipping canceled,0,3,4,2016-03-30 03:44:00,20160330,39678
Second Class,Shipping on time,0,2,2,2016-03-29 01:38:00,20160329,39679
Standard Class,Shipping on time,0,4,4,2016-03-30 14:05:00,20160330,39680
Standard Class,Shipping canceled,0,3,4,2016-03-29 13:44:00,20160329,39681
Standard Class,Advance shipping,0,2,4,2016-03-28 09:52:00,20160328,39682
Standard Class,Shipping on time,0,4,4,2016-03-30 05:19:00,20160330,39683
Standard Class,Late delivery,1,6,4,2016-04-01 04:16:00,20160401,39684
Second Class,Late delivery,1,3,2,2016-03-28 21:58:00,20160328,39685
Standard Class,Late delivery,1,6,4,2016-03-31 19:31:00,20160331,39686
Second Class,Shipping on time,0,2,2,2016-03-27 18:06:00,20160327,39687
Standard Class,Late delivery,1,5,4,2016-03-30 15:39:00,20160330,39688
Standard Class,Advance shipping,0,2,4,2016-03-27 14:36:00,20160327,39689
Same Day,Late delivery,1,1,0,2016-03-26 01:33:00,20160326,39690
Same Day,Late delivery,1,1,0,2016-03-26 00:51:00,20160326,39691
Standard Class,Late delivery,1,6,4,2016-03-31 10:45:00,20160331,39692
Standard Class,Advance shipping,0,3,4,2016-03-28 07:57:00,20160328,39693
Second Class,Late delivery,1,6,2,2016-03-31 05:30:00,20160331,39694
Standard Class,Late delivery,1,6,4,2016-03-31 03:45:00,20160331,39695
Standard Class,Late delivery,1,6,4,2016-03-31 01:59:00,20160331,39696
Standard Class,Late delivery,1,6,4,2016-03-30 22:29:00,20160330,39697
Standard Class,Late delivery,1,6,4,2016-03-30 18:59:00,20160330,39698
First Class,Late delivery,1,2,1,2016-03-26 15:29:00,20160326,39699
Standard Class,Advance shipping,0,3,4,2016-03-27 10:56:00,20160327,39700
Standard Class,Advance shipping,0,2,4,2016-03-26 05:19:00,20160326,39701
Standard Class,Shipping on time,0,4,4,2016-03-27 19:31:00,20160327,39702
Standard Class,Advance shipping,0,3,4,2016-03-26 19:10:00,20160326,39703
First Class,Late delivery,1,2,1,2016-03-25 17:46:00,20160325,39704
First Class,Late delivery,1,2,1,2016-03-25 16:43:00,20160325,39705
Standard Class,Late delivery,1,5,4,2016-03-28 14:36:00,20160328,39706
Standard Class,Late delivery,1,6,4,2016-03-29 13:12:00,20160329,39707
Standard Class,Late delivery,1,6,4,2016-03-28 23:11:00,20160328,39708
Standard Class,Advance shipping,0,2,4,2016-03-24 21:47:00,20160324,39709
Standard Class,Late delivery,1,6,4,2016-03-28 16:11:00,20160328,39710
Standard Class,Advance shipping,0,3,4,2016-03-25 13:23:00,20160325,39711
Standard Class,Late delivery,1,5,4,2016-03-27 10:35:00,20160327,39712
Standard Class,Advance shipping,0,2,4,2016-03-24 02:31:00,20160324,39713
Standard Class,Late delivery,1,6,4,2016-03-26 23:54:00,20160326,39714
Standard Class,Shipping on time,0,4,4,2016-03-24 23:12:00,20160324,39715
Standard Class,Late delivery,1,6,4,2016-03-26 22:09:00,20160326,39716
Second Class,Shipping on time,0,2,2,2016-03-22 17:14:00,20160322,39717
Standard Class,Advance shipping,0,3,4,2016-03-23 14:05:00,20160323,39718
Second Class,Late delivery,1,6,2,2016-03-26 11:38:00,20160326,39719
Standard Class,Advance shipping,0,3,4,2016-03-23 07:05:00,20160323,39720
Standard Class,Advance shipping,0,2,4,2016-03-22 01:28:00,20160322,39721
Standard Class,Shipping on time,0,4,4,2016-03-24 00:25:00,20160324,39722
First Class,Late delivery,1,2,1,2016-03-21 21:58:00,20160321,39723
Standard Class,Late delivery,1,6,4,2016-03-25 21:37:00,20160325,39724
Standard Class,Late delivery,1,6,4,2016-03-25 12:52:00,20160325,39725
Standard Class,Late delivery,1,6,4,2016-03-25 11:07:00,20160325,39726
Standard Class,Late delivery,1,6,4,2016-03-25 00:36:00,20160325,39727
Same Day,Late delivery,1,1,0,2016-03-19 10:30:00,20160319,39728
Standard Class,Advance shipping,0,2,4,2016-03-20 17:57:00,20160320,39729
Standard Class,Late delivery,1,6,4,2016-03-24 17:35:00,20160324,39730
Second Class,Late delivery,1,5,2,2016-03-23 15:29:00,20160323,39731
Standard Class,Late delivery,1,6,4,2016-03-24 01:50:00,20160324,39732
Standard Class,Advance shipping,0,2,4,2016-03-19 22:40:00,20160319,39733
First Class,Shipping canceled,0,2,1,2016-03-19 12:52:00,20160319,39734
Standard Class,Shipping on time,0,4,4,2016-03-21 09:22:00,20160321,39735
Standard Class,Advance shipping,0,3,4,2016-03-20 00:15:00,20160320,39736
First Class,Late delivery,1,2,1,2016-03-18 21:48:00,20160318,39737
Standard Class,Advance shipping,0,2,4,2016-03-18 20:24:00,20160318,39738
Standard Class,Advance shipping,0,3,4,2016-03-19 08:29:00,20160319,39739
First Class,Late delivery,1,2,1,2016-03-18 05:20:00,20160318,39740
First Class,Late delivery,1,2,1,2016-03-17 22:41:00,20160317,39741
Standard Class,Advance shipping,0,3,4,2016-03-18 18:28:00,20160318,39742
Standard Class,Late delivery,1,6,4,2016-03-21 17:46:00,20160321,39743
Standard Class,Shipping canceled,0,6,4,2016-03-21 12:31:00,20160321,39744
Standard Class,Shipping on time,0,4,4,2016-03-19 11:49:00,20160319,39745
Second Class,Late delivery,1,4,2,2016-03-18 21:48:00,20160318,39746
Standard Class,Late delivery,1,6,4,2016-03-20 20:45:00,20160320,39747
Standard Class,Advance shipping,0,2,4,2016-03-16 15:51:00,20160316,39748
Standard Class,Late delivery,1,6,4,2016-03-20 15:30:00,20160320,39749
Standard Class,Advance shipping,0,2,4,2016-03-16 10:35:00,20160316,39750
Standard Class,Advance shipping,0,3,4,2016-03-17 09:11:00,20160317,39751
Standard Class,Late delivery,1,6,4,2016-03-20 08:29:00,20160320,39752
Second Class,Late delivery,1,6,2,2016-03-20 04:59:00,20160320,39753
Standard Class,Shipping on time,0,4,4,2016-03-18 02:32:00,20160318,39754
Standard Class,Late delivery,1,5,4,2016-03-18 19:53:00,20160318,39755
Standard Class,Advance shipping,0,3,4,2016-03-16 19:10:00,20160316,39756
Standard Class,Advance shipping,0,2,4,2016-03-15 18:49:00,20160315,39757
Second Class,Shipping canceled,0,5,2,2016-03-18 18:07:00,20160318,39758
Standard Class,Advance shipping,0,3,4,2016-03-16 10:25:00,20160316,39759
Standard Class,Advance shipping,0,2,4,2016-03-15 08:19:00,20160315,39760
Standard Class,Late delivery,1,5,4,2016-03-18 04:07:00,20160318,39761
Standard Class,Shipping on time,0,4,4,2016-03-17 03:46:00,20160317,39762
First Class,Late delivery,1,2,1,2016-03-15 00:57:00,20160315,39763
Second Class,Late delivery,1,3,2,2016-03-15 22:09:00,20160315,39764
Standard Class,Shipping on time,0,4,4,2016-03-16 20:45:00,20160316,39765
Standard Class,Advance shipping,0,3,4,2016-03-15 18:39:00,20160315,39766
First Class,Late delivery,1,2,1,2016-03-14 15:30:00,20160314,39767
First Class,Late delivery,1,2,1,2016-03-14 12:42:00,20160314,39768
Standard Class,Late delivery,1,5,4,2016-03-17 07:05:00,20160317,39769
Standard Class,Late delivery,1,6,4,2016-03-18 05:41:00,20160318,39770
Standard Class,Late delivery,1,6,4,2016-03-17 22:41:00,20160317,39771
Second Class,Shipping on time,0,2,2,2016-03-13 21:17:00,20160313,39772
Standard Class,Late delivery,1,6,4,2016-03-17 17:26:00,20160317,39773
Standard Class,Advance shipping,0,3,4,2016-03-14 14:37:00,20160314,39774
Standard Class,Advance shipping,0,3,4,2016-03-14 07:37:00,20160314,39775
Standard Class,Shipping canceled,0,3,4,2016-03-14 05:52:00,20160314,39776
Standard Class,Late delivery,1,6,4,2016-03-16 22:09:00,20160316,39777
Standard Class,Late delivery,1,6,4,2016-03-16 15:09:00,20160316,39778
Standard Class,Shipping canceled,0,5,4,2016-03-15 14:48:00,20160315,39779
Standard Class,Advance shipping,0,3,4,2016-03-13 12:21:00,20160313,39780
Standard Class,Late delivery,1,5,4,2016-03-15 09:33:00,20160315,39781
First Class,Late delivery,1,2,1,2016-03-12 08:09:00,20160312,39782
Standard Class,Late delivery,1,6,4,2016-03-16 04:38:00,20160316,39783
Standard Class,Late delivery,1,6,4,2016-03-16 02:53:00,20160316,39784
Standard Class,Shipping on time,0,4,4,2016-03-14 02:11:00,20160314,39785
Same Day,Late delivery,1,1,0,2016-03-10 09:17:00,20160310,39786
First Class,Late delivery,1,2,1,2016-03-11 17:05:00,20160311,39787
Standard Class,Shipping on time,0,4,4,2016-03-13 10:25:00,20160313,39788
First Class,Late delivery,1,2,1,2016-03-11 09:01:00,20160311,39789
Standard Class,Advance shipping,0,2,4,2016-03-11 00:58:00,20160311,39790
Second Class,Late delivery,1,6,2,2016-03-15 00:37:00,20160315,39791
First Class,Late delivery,1,2,1,2016-03-10 22:52:00,20160310,39792
Second Class,Late delivery,1,4,2,2016-03-12 22:10:00,20160312,39793
Second Class,Late delivery,1,5,2,2016-03-13 20:46:00,20160313,39794
Second Class,Late delivery,1,6,2,2016-03-14 19:21:00,20160314,39795
First Class,Late delivery,1,2,1,2016-03-10 18:18:00,20160310,39796
First Class,Late delivery,1,2,1,2016-03-10 17:36:00,20160310,39797
Standard Class,Advance shipping,0,3,4,2016-03-11 14:48:00,20160311,39798
Standard Class,Advance shipping,0,3,4,2016-03-11 09:33:00,20160311,39799
Standard Class,Late delivery,1,6,4,2016-03-14 08:51:00,20160314,39800
First Class,Late delivery,1,2,1,2016-03-10 04:39:00,20160310,39801
Standard Class,Advance shipping,0,2,4,2016-03-10 00:26:00,20160310,39802
Standard Class,Shipping on time,0,4,4,2016-03-11 19:53:00,20160311,39803
Second Class,Shipping canceled,0,6,2,2016-03-13 18:50:00,20160313,39804
Same Day,Late delivery,1,1,0,2016-03-08 04:02:00,20160308,39805
Standard Class,Late delivery,1,6,4,2016-03-13 15:20:00,20160313,39806
First Class,Late delivery,1,2,1,2016-03-09 14:17:00,20160309,39807
Second Class,Late delivery,1,3,2,2016-03-10 12:32:00,20160310,39808
First Class,Late delivery,1,2,1,2016-03-09 12:11:00,20160309,39809
Second Class,Shipping on time,0,2,2,2016-03-09 05:10:00,20160309,39810
Standard Class,Late delivery,1,6,4,2016-03-13 03:04:00,20160313,39811
Standard Class,Shipping on time,0,4,4,2016-03-11 00:37:00,20160311,39812
Standard Class,Advance shipping,0,3,4,2016-03-10 00:16:00,20160310,39813
Second Class,Late delivery,1,4,2,2016-03-10 22:52:00,20160310,39814
Second Class,Shipping on time,0,2,2,2016-03-08 16:54:00,20160308,39815
Standard Class,Shipping canceled,0,3,4,2016-03-09 13:45:00,20160309,39816
First Class,Late delivery,1,2,1,2016-03-08 04:18:00,20160308,39817
First Class,Late delivery,1,2,1,2016-03-08 01:51:00,20160308,39818
First Class,Shipping canceled,0,2,1,2016-03-07 21:59:00,20160307,39819
Second Class,Late delivery,1,6,2,2016-03-11 19:32:00,20160311,39820
First Class,Late delivery,1,2,1,2016-03-07 13:56:00,20160307,39821
Standard Class,Advance shipping,0,2,4,2016-03-07 11:08:00,20160307,39822
First Class,Late delivery,1,2,1,2016-03-07 01:19:00,20160307,39823
First Class,Late delivery,1,2,1,2016-03-06 22:52:00,20160306,39824
Second Class,Shipping on time,0,2,2,2016-03-06 19:22:00,20160306,39825
Standard Class,Advance shipping,0,2,4,2016-03-06 05:21:00,20160306,39826
Standard Class,Late delivery,1,6,4,2016-03-09 23:45:00,20160309,39827
Standard Class,Late delivery,1,6,4,2016-03-09 18:29:00,20160309,39828
Standard Class,Advance shipping,0,2,4,2016-03-05 17:05:00,20160305,39829
Same Day,Shipping on time,0,0,0,2016-03-03 23:08:00,20160303,39830
Standard Class,Advance shipping,0,3,4,2016-03-06 10:26:00,20160306,39831
First Class,Late delivery,1,2,1,2016-03-04 20:46:00,20160304,39832
Standard Class,Advance shipping,0,3,4,2016-03-05 13:25:00,20160305,39833
Standard Class,Shipping on time,0,4,4,2016-03-06 10:15:00,20160306,39834
Standard Class,Late delivery,1,5,4,2016-03-07 08:51:00,20160307,39835
Same Day,Shipping on time,0,0,0,2016-03-02 14:54:00,20160302,39836
Same Day,Shipping on time,0,0,0,2016-03-02 13:51:00,20160302,39837
Standard Class,Late delivery,1,6,4,2016-03-08 00:27:00,20160308,39838
Standard Class,Advance shipping,0,2,4,2016-03-03 21:18:00,20160303,39839
Standard Class,Late delivery,1,6,4,2016-03-07 19:12:00,20160307,39840
Standard Class,Advance shipping,0,2,4,2016-03-03 10:47:00,20160303,39841
Standard Class,Late delivery,1,6,4,2016-03-07 10:26:00,20160307,39842
Second Class,Shipping on time,0,2,2,2016-03-03 03:47:00,20160303,39843
Standard Class,Advance shipping,0,3,4,2016-03-04 02:23:00,20160304,39844
Standard Class,Late delivery,1,6,4,2016-03-06 20:25:00,20160306,39845
Standard Class,Late delivery,1,5,4,2016-03-05 20:04:00,20160305,39846
Standard Class,Advance shipping,0,3,4,2016-03-03 19:22:00,20160303,39847
Second Class,Late delivery,1,4,2,2016-03-04 12:43:00,20160304,39848
Second Class,Late delivery,1,6,2,2016-03-06 08:09:00,20160306,39849
First Class,Late delivery,1,2,1,2016-03-02 05:42:00,20160302,39850
Same Day,Shipping on time,0,0,0,2016-02-29 16:18:00,20160229,39851
Same Day,Shipping canceled,0,0,0,2016-02-29 14:54:00,20160229,39852
Same Day,Shipping on time,0,0,0,2016-02-29 14:12:00,20160229,39853
Standard Class,Late delivery,1,5,4,2016-03-04 19:33:00,20160304,39854
Standard Class,Advance shipping,0,3,4,2016-03-02 18:51:00,20160302,39855
Standard Class,Shipping on time,0,4,4,2016-03-03 13:56:00,20160303,39856
Standard Class,Shipping on time,0,4,4,2016-03-03 08:41:00,20160303,39857
Standard Class,Late delivery,1,5,4,2016-03-04 03:47:00,20160304,39858
Second Class,Late delivery,1,3,2,2016-03-01 21:49:00,20160301,39859
Standard Class,Late delivery,1,6,4,2016-03-04 17:37:00,20160304,39860
Standard Class,Advance shipping,0,2,4,2016-02-29 16:13:00,20160229,39861
Standard Class,Late delivery,1,6,4,2016-03-04 15:52:00,20160304,39862
Standard Class,Shipping on time,0,4,4,2016-03-02 13:25:00,20160302,39863
First Class,Late delivery,1,2,1,2016-02-29 09:13:00,20160229,39864
Standard Class,Advance shipping,0,3,4,2016-03-01 06:03:00,20160301,39865
Standard Class,Shipping canceled,0,6,4,2016-03-04 05:21:00,20160304,39866
Standard Class,Late delivery,1,6,4,2016-03-04 03:36:00,20160304,39867
Second Class,Shipping on time,0,2,2,2016-02-28 15:42:00,20160228,39868
Standard Class,Late delivery,1,5,4,2016-03-02 13:14:00,20160302,39869
Standard Class,Advance shipping,0,2,4,2016-02-28 10:26:00,20160228,39870
First Class,Late delivery,1,2,1,2016-02-28 06:14:00,20160228,39871
Standard Class,Shipping on time,0,4,4,2016-03-01 04:08:00,20160301,39872
Second Class,Late delivery,1,5,2,2016-03-02 02:44:00,20160302,39873
Second Class,Late delivery,1,4,2,2016-02-29 22:53:00,20160229,39874
Standard Class,Late delivery,1,6,4,2016-03-02 18:19:00,20160302,39875
First Class,Late delivery,1,2,1,2016-02-27 17:37:00,20160227,39876
Standard Class,Late delivery,1,6,4,2016-03-02 16:34:00,20160302,39877
Standard Class,Late delivery,1,5,4,2016-03-01 16:13:00,20160301,39878
First Class,Late delivery,1,2,1,2016-02-27 08:31:00,20160227,39879
Second Class,Shipping on time,0,2,2,2016-02-27 04:40:00,20160227,39880
Second Class,Late delivery,1,6,2,2016-03-02 04:19:00,20160302,39881
Second Class,Late delivery,1,5,2,2016-02-29 17:27:00,20160229,39882
Standard Class,Late delivery,1,6,4,2016-03-01 16:03:00,20160301,39883
First Class,Shipping canceled,0,2,1,2016-02-26 10:26:00,20160226,39884
Standard Class,Shipping on time,0,4,4,2016-02-28 04:50:00,20160228,39885
Standard Class,Advance shipping,0,3,4,2016-02-27 04:29:00,20160227,39886
Standard Class,Advance shipping,0,2,4,2016-02-26 02:23:00,20160226,39887
Standard Class,Late delivery,1,6,4,2016-03-01 02:02:00,20160301,39888
Standard Class,Late delivery,1,6,4,2016-02-29 22:32:00,20160229,39889
Standard Class,Late delivery,1,5,4,2016-02-28 22:11:00,20160228,39890
Standard Class,Advance shipping,0,3,4,2016-02-26 17:59:00,20160226,39891
First Class,Late delivery,1,2,1,2016-02-25 12:43:00,20160225,39892
First Class,Late delivery,1,2,1,2016-02-25 03:16:00,20160225,39893
Standard Class,Shipping on time,0,4,4,2016-02-26 19:33:00,20160226,39894
Standard Class,Advance shipping,0,3,4,2016-02-25 19:12:00,20160225,39895
